age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,y,saving,debt
56,retired,married,secondary,no,20,no,yes,cellular,19,aug,153,3,-1,0,no,20.0,
49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,yes,412.0,
60,retired,married,secondary,no,0,no,no,cellular,19,aug,359,4,-1,0,no,0.0,
37,admin.,divorced,secondary,no,295,yes,yes,cellular,19,aug,150,2,-1,0,no,295.0,
47,management,married,tertiary,no,1884,yes,yes,cellular,19,aug,74,2,-1,0,no,1884.0,
34,management,married,tertiary,no,5399,no,no,cellular,19,aug,227,4,-1,0,no,5399.0,
45,entrepreneur,married,secondary,no,107,no,no,cellular,19,aug,129,11,-1,0,no,107.0,
46,blue-collar,married,primary,no,687,no,no,cellular,19,aug,125,13,-1,0,no,687.0,
52,retired,married,secondary,no,2122,no,yes,cellular,19,aug,323,6,-1,0,no,2122.0,
50,management,married,tertiary,no,1759,no,no,cellular,19,aug,101,2,-1,0,no,1759.0,
53,blue-collar,married,secondary,no,6657,yes,no,cellular,19,aug,128,8,-1,0,no,6657.0,
34,technician,married,secondary,no,30,no,no,cellular,19,aug,193,2,-1,0,no,30.0,
57,retired,married,tertiary,no,31,no,no,cellular,19,aug,260,2,-1,0,no,31.0,
32,management,single,tertiary,no,47,no,no,cellular,19,aug,133,4,-1,0,no,47.0,
49,technician,married,secondary,no,673,yes,no,cellular,19,aug,501,2,-1,0,no,673.0,
49,technician,divorced,secondary,no,5,no,no,cellular,19,aug,131,2,-1,0,no,5.0,
45,admin.,married,secondary,no,740,no,yes,cellular,19,aug,109,2,-1,0,no,740.0,
56,admin.,married,secondary,no,33,yes,no,cellular,19,aug,97,2,-1,0,no,33.0,
39,technician,married,secondary,no,61,no,no,cellular,19,aug,339,2,-1,0,no,61.0,
60,technician,married,secondary,no,-410,no,no,cellular,19,aug,143,2,-1,0,no,,-410.0
47,management,divorced,tertiary,no,83,no,no,cellular,19,aug,149,2,-1,0,no,83.0,
30,technician,single,secondary,no,126,no,no,cellular,19,aug,256,2,-1,0,no,126.0,
57,housemaid,married,primary,no,1183,no,no,cellular,19,aug,111,4,-1,0,no,1183.0,
33,technician,single,tertiary,no,27,no,no,cellular,19,aug,332,2,-1,0,no,27.0,
41,technician,married,secondary,no,240,no,no,cellular,19,aug,290,2,-1,0,no,240.0,
51,management,married,tertiary,no,401,no,no,cellular,19,aug,80,6,-1,0,no,401.0,
48,technician,married,tertiary,no,0,no,no,cellular,19,aug,58,2,-1,0,no,0.0,
57,retired,married,primary,no,3288,no,no,cellular,19,aug,186,4,-1,0,no,3288.0,
42,self-employed,married,secondary,no,95,no,no,cellular,19,aug,119,6,-1,0,no,95.0,
45,admin.,married,secondary,no,0,no,no,cellular,19,aug,145,10,-1,0,no,0.0,
58,management,married,tertiary,no,172,no,no,cellular,19,aug,145,7,-1,0,no,172.0,
46,management,divorced,secondary,no,558,no,no,cellular,19,aug,126,6,-1,0,no,558.0,
32,management,married,tertiary,no,644,no,no,cellular,19,aug,100,2,-1,0,no,644.0,
31,technician,married,secondary,no,7369,no,no,cellular,19,aug,204,4,-1,0,no,7369.0,
30,management,married,tertiary,no,0,no,no,cellular,19,aug,178,2,-1,0,no,0.0,
42,management,divorced,tertiary,no,0,no,no,telephone,19,aug,225,4,-1,0,no,0.0,
46,technician,single,secondary,no,182,no,no,cellular,19,aug,160,4,-1,0,no,182.0,
38,management,single,tertiary,no,231,no,no,cellular,19,aug,118,2,-1,0,no,231.0,
55,management,married,tertiary,no,2537,no,no,cellular,19,aug,97,5,-1,0,no,2537.0,
39,management,married,tertiary,no,5495,yes,no,cellular,19,aug,391,6,-1,0,no,5495.0,
34,technician,single,secondary,no,0,no,no,cellular,19,aug,130,2,-1,0,no,0.0,
36,unemployed,divorced,tertiary,no,734,no,no,cellular,19,aug,276,2,-1,0,no,734.0,
48,technician,married,tertiary,no,348,no,no,cellular,19,aug,159,4,-1,0,no,348.0,
36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,no,61.0,
42,management,married,tertiary,no,356,no,no,cellular,19,aug,129,4,-1,0,no,356.0,
40,management,married,tertiary,no,51,no,no,cellular,19,aug,164,2,-1,0,no,51.0,
30,self-employed,married,tertiary,no,1596,yes,no,cellular,19,aug,195,2,-1,0,no,1596.0,
32,entrepreneur,married,tertiary,no,0,no,no,cellular,19,aug,167,2,-1,0,no,0.0,
42,management,married,secondary,no,1079,no,no,cellular,19,aug,117,6,-1,0,no,1079.0,
36,technician,married,secondary,no,632,yes,no,cellular,19,aug,306,2,-1,0,no,632.0,
55,admin.,married,primary,no,0,yes,no,cellular,19,aug,55,4,-1,0,no,0.0,
40,management,married,tertiary,no,254,no,no,cellular,19,aug,194,2,-1,0,no,254.0,
33,management,married,tertiary,no,801,no,no,cellular,19,aug,133,4,-1,0,no,801.0,
31,management,single,tertiary,no,-446,no,no,cellular,19,aug,156,4,-1,0,no,,-446.0
32,technician,married,secondary,no,4133,no,no,cellular,19,aug,175,6,-1,0,no,4133.0,
52,technician,married,secondary,no,2095,yes,yes,cellular,19,aug,419,4,-1,0,no,2095.0,
32,technician,single,secondary,no,10,no,no,cellular,19,aug,190,2,-1,0,no,10.0,
58,admin.,married,primary,no,0,no,no,cellular,19,aug,109,6,-1,0,no,0.0,
56,management,married,tertiary,no,1282,no,no,cellular,19,aug,323,4,-1,0,no,1282.0,
41,technician,married,secondary,no,712,no,no,cellular,19,aug,409,2,-1,0,no,712.0,
54,housemaid,married,primary,no,127,no,no,cellular,19,aug,176,4,-1,0,no,127.0,
41,technician,married,secondary,no,-1,no,yes,cellular,19,aug,406,2,-1,0,no,,-1.0
39,housemaid,married,primary,no,0,yes,no,cellular,19,aug,92,4,-1,0,no,0.0,
56,management,married,tertiary,no,982,no,no,cellular,19,aug,113,6,-1,0,no,982.0,
60,self-employed,married,tertiary,no,2149,no,no,cellular,19,aug,222,4,-1,0,no,2149.0,
33,management,single,tertiary,no,3655,no,no,cellular,19,aug,183,20,-1,0,no,3655.0,
34,technician,single,secondary,no,52,no,no,cellular,19,aug,90,4,-1,0,no,52.0,
57,management,married,tertiary,no,0,no,no,cellular,19,aug,188,4,-1,0,no,0.0,
33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275,8,-1,0,no,0.0,
36,technician,single,secondary,no,818,yes,yes,cellular,19,aug,96,4,-1,0,no,818.0,
42,technician,divorced,secondary,no,12584,no,no,cellular,19,aug,21,25,-1,0,no,12584.0,
42,technician,divorced,secondary,no,248,no,no,cellular,19,aug,163,4,-1,0,no,248.0,
53,services,married,secondary,no,139,yes,no,cellular,19,aug,28,17,-1,0,no,139.0,
43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,-1,0,yes,483.0,
60,retired,married,primary,no,600,no,no,cellular,19,aug,99,6,-1,0,no,600.0,
36,technician,married,secondary,no,0,no,no,cellular,19,aug,120,6,-1,0,no,0.0,
55,management,divorced,tertiary,no,17,no,no,cellular,19,aug,129,4,-1,0,no,17.0,
56,technician,married,secondary,no,64,no,no,cellular,19,aug,35,4,-1,0,no,64.0,
37,entrepreneur,married,secondary,no,46,no,yes,cellular,19,aug,119,4,-1,0,no,46.0,
34,technician,divorced,tertiary,no,66,no,yes,cellular,19,aug,74,2,-1,0,no,66.0,
57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,4,-1,0,yes,2120.0,
51,admin.,married,secondary,no,91,no,no,cellular,19,aug,224,2,-1,0,no,91.0,
30,management,single,tertiary,no,0,no,no,cellular,19,aug,292,2,-1,0,no,0.0,
48,blue-collar,married,secondary,no,3,no,yes,cellular,19,aug,289,2,-1,0,no,3.0,
30,technician,married,secondary,no,27,yes,no,cellular,19,aug,163,2,-1,0,no,27.0,
31,management,single,tertiary,no,0,no,no,cellular,19,aug,155,4,-1,0,no,0.0,
34,technician,married,tertiary,no,5547,yes,no,cellular,19,aug,73,6,-1,0,no,5547.0,
40,management,single,tertiary,no,171,no,no,cellular,19,aug,1241,3,-1,0,no,171.0,
35,technician,married,secondary,no,141,yes,no,cellular,19,aug,299,2,-1,0,no,141.0,
36,technician,married,tertiary,no,60,no,no,cellular,19,aug,209,2,-1,0,no,60.0,
49,admin.,married,tertiary,no,8413,no,no,cellular,19,aug,131,6,-1,0,no,8413.0,
36,technician,married,tertiary,no,71,no,no,cellular,19,aug,587,2,-1,0,no,71.0,
58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,no,3228.0,
52,self-employed,married,tertiary,no,605,no,no,cellular,19,aug,191,4,-1,0,no,605.0,
39,management,single,tertiary,yes,-401,yes,no,cellular,19,aug,274,4,-1,0,no,,-401.0
53,admin.,married,secondary,no,172,no,no,cellular,19,aug,80,6,-1,0,no,172.0,
51,management,divorced,tertiary,no,45,no,no,cellular,19,aug,95,4,-1,0,no,45.0,
46,management,married,tertiary,no,71,yes,no,cellular,19,aug,220,4,-1,0,no,71.0,
32,technician,married,secondary,no,266,yes,no,cellular,19,aug,168,2,-1,0,no,266.0,
33,technician,divorced,secondary,no,295,no,no,cellular,19,aug,360,2,-1,0,no,295.0,
33,management,married,tertiary,no,808,yes,no,cellular,19,aug,12,16,-1,0,no,808.0,
31,management,single,tertiary,no,0,no,no,cellular,19,aug,133,2,-1,0,no,0.0,
37,technician,single,tertiary,no,971,no,no,cellular,19,aug,120,6,-1,0,no,971.0,
44,technician,married,secondary,no,1127,yes,no,cellular,19,aug,82,8,-1,0,no,1127.0,
52,technician,divorced,tertiary,no,0,no,no,cellular,19,aug,119,2,-1,0,no,0.0,
50,blue-collar,married,primary,no,-1,no,no,cellular,19,aug,195,2,-1,0,no,,-1.0
43,housemaid,divorced,tertiary,no,42,yes,no,cellular,19,aug,696,2,-1,0,no,42.0,
30,technician,married,secondary,no,-189,no,no,cellular,19,aug,105,2,-1,0,no,,-189.0
57,management,married,tertiary,no,929,no,no,cellular,19,aug,387,8,-1,0,no,929.0,
48,technician,divorced,tertiary,no,83,no,yes,cellular,19,aug,243,6,-1,0,no,83.0,
51,blue-collar,married,secondary,no,950,no,no,cellular,19,aug,377,2,-1,0,no,950.0,
40,technician,divorced,secondary,no,0,no,no,cellular,19,aug,60,2,-1,0,no,0.0,
34,technician,married,secondary,no,56,no,no,cellular,19,aug,91,2,-1,0,no,56.0,
43,technician,married,secondary,no,0,no,no,cellular,19,aug,103,2,-1,0,no,0.0,
57,technician,divorced,tertiary,no,114,no,no,cellular,19,aug,281,2,-1,0,no,114.0,
45,blue-collar,married,primary,no,487,yes,no,cellular,19,aug,110,4,-1,0,no,487.0,
53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,2,-1,0,no,261.0,
40,management,married,tertiary,no,409,no,no,cellular,19,aug,111,2,-1,0,no,409.0,
55,management,married,tertiary,no,-408,no,no,cellular,19,aug,528,9,-1,0,no,,-408.0
31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,-1,0,no,0.0,
34,technician,single,tertiary,no,82,no,no,cellular,19,aug,292,4,-1,0,no,82.0,
30,technician,single,secondary,no,5,no,no,cellular,19,aug,120,6,-1,0,no,5.0,
45,admin.,married,secondary,no,251,yes,no,cellular,19,aug,102,2,-1,0,no,251.0,
45,blue-collar,married,primary,no,0,no,no,cellular,19,aug,92,2,-1,0,no,0.0,
43,technician,married,secondary,no,227,yes,yes,cellular,19,aug,124,2,-1,0,no,227.0,
45,management,single,secondary,no,451,yes,no,cellular,19,aug,142,2,-1,0,no,451.0,
55,retired,married,secondary,no,168,no,no,cellular,19,aug,79,2,-1,0,no,168.0,
58,retired,married,secondary,no,0,no,no,cellular,19,aug,153,2,-1,0,no,0.0,
33,blue-collar,married,tertiary,no,1465,no,no,cellular,19,aug,98,4,-1,0,no,1465.0,
31,technician,married,secondary,no,297,no,no,cellular,19,aug,551,4,-1,0,no,297.0,
36,admin.,divorced,secondary,no,11,no,no,cellular,19,aug,97,2,-1,0,no,11.0,
34,management,single,tertiary,no,-292,yes,no,cellular,19,aug,181,6,-1,0,no,,-292.0
39,management,married,tertiary,no,1373,no,no,cellular,19,aug,386,2,-1,0,no,1373.0,
39,management,married,tertiary,no,88,no,no,cellular,19,aug,349,4,-1,0,no,88.0,
50,admin.,married,secondary,no,-1415,no,no,cellular,19,aug,358,2,-1,0,no,,-1415.0
42,technician,divorced,secondary,no,58,no,no,cellular,19,aug,153,2,-1,0,no,58.0,
57,retired,married,secondary,no,-133,no,no,cellular,19,aug,197,2,-1,0,no,,-133.0
60,retired,married,primary,no,420,no,no,cellular,19,aug,245,2,-1,0,no,420.0,
33,self-employed,married,secondary,no,47,no,no,cellular,19,aug,168,2,-1,0,no,47.0,
39,technician,single,secondary,no,1,no,no,cellular,19,aug,111,2,-1,0,no,1.0,
59,retired,married,primary,no,0,no,no,cellular,19,aug,288,2,-1,0,no,0.0,
30,technician,single,secondary,no,8,no,no,cellular,19,aug,28,17,-1,0,no,8.0,
53,technician,married,secondary,no,3429,no,no,cellular,19,aug,280,4,-1,0,no,3429.0,
30,management,single,tertiary,no,-58,no,yes,cellular,19,aug,15,18,-1,0,no,,-58.0
47,admin.,married,secondary,no,5401,no,no,cellular,19,aug,824,2,-1,0,no,5401.0,
32,management,single,tertiary,no,1625,yes,no,cellular,19,aug,451,6,-1,0,no,1625.0,
54,technician,divorced,secondary,no,-291,no,no,cellular,19,aug,99,2,-1,0,no,,-291.0
56,management,married,tertiary,no,0,no,no,cellular,19,aug,486,4,-1,0,no,0.0,
32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,no,29.0,
33,management,single,tertiary,no,0,no,no,cellular,19,aug,53,4,-1,0,no,0.0,
46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,no,966.0,
46,management,married,tertiary,no,0,no,no,cellular,19,aug,328,1,-1,0,no,0.0,
33,technician,married,secondary,yes,18,no,yes,cellular,19,aug,19,18,-1,0,no,18.0,
35,management,married,tertiary,no,86,yes,no,cellular,19,aug,144,3,-1,0,no,86.0,
46,technician,single,secondary,no,0,no,no,cellular,19,aug,42,1,-1,0,no,0.0,
35,management,married,tertiary,no,299,no,no,cellular,19,aug,1059,5,-1,0,no,299.0,
33,technician,married,secondary,no,2666,no,no,cellular,19,aug,117,3,-1,0,no,2666.0,
52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,yes,7135.0,
31,technician,married,secondary,no,1072,no,no,cellular,19,aug,141,3,-1,0,no,1072.0,
32,technician,married,tertiary,no,60,no,no,cellular,19,aug,153,7,-1,0,no,60.0,
56,technician,divorced,secondary,no,5,no,no,cellular,19,aug,98,1,-1,0,no,5.0,
34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,no,179.0,
34,management,married,tertiary,no,46,no,no,cellular,19,aug,729,5,-1,0,no,46.0,
33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,no,123.0,
52,management,single,tertiary,no,1205,no,no,telephone,19,aug,18,20,-1,0,no,1205.0,
58,retired,married,tertiary,no,258,no,yes,cellular,19,aug,285,1,-1,0,no,258.0,
42,technician,single,secondary,no,3,no,no,cellular,19,aug,367,1,-1,0,no,3.0,
32,management,single,tertiary,no,0,no,no,cellular,19,aug,178,1,-1,0,no,0.0,
32,technician,married,secondary,no,0,no,no,cellular,19,aug,87,1,-1,0,no,0.0,
43,management,divorced,tertiary,no,3820,no,no,cellular,19,aug,86,5,-1,0,no,3820.0,
33,technician,single,secondary,no,268,no,no,cellular,19,aug,255,1,-1,0,no,268.0,
46,technician,married,secondary,no,167,no,no,cellular,19,aug,155,3,-1,0,no,167.0,
47,technician,divorced,secondary,no,266,no,no,cellular,19,aug,88,1,-1,0,no,266.0,
39,technician,single,secondary,no,-225,no,no,cellular,19,aug,220,1,-1,0,no,,-225.0
52,management,divorced,tertiary,no,96,no,no,cellular,19,aug,134,1,-1,0,no,96.0,
42,management,married,tertiary,no,559,no,no,cellular,19,aug,88,1,-1,0,no,559.0,
48,blue-collar,married,primary,no,347,no,no,cellular,19,aug,199,3,-1,0,no,347.0,
50,services,married,secondary,no,128,no,no,cellular,19,aug,173,1,-1,0,no,128.0,
35,management,single,tertiary,no,3576,yes,no,cellular,19,aug,68,1,-1,0,no,3576.0,
40,technician,married,tertiary,no,0,no,no,cellular,19,aug,44,1,-1,0,no,0.0,
41,management,married,tertiary,no,30,no,no,cellular,19,aug,171,7,-1,0,no,30.0,
48,blue-collar,married,primary,no,147,no,no,cellular,19,aug,158,8,-1,0,no,147.0,
59,retired,married,secondary,no,19,no,yes,cellular,19,aug,271,3,-1,0,no,19.0,
47,housemaid,divorced,secondary,no,1361,no,no,cellular,19,aug,59,3,-1,0,no,1361.0,
41,self-employed,married,tertiary,no,57,no,no,cellular,19,aug,61,5,-1,0,no,57.0,
36,technician,married,secondary,no,1840,no,no,cellular,19,aug,61,6,-1,0,no,1840.0,
53,blue-collar,married,secondary,no,20,no,no,cellular,19,aug,106,7,-1,0,no,20.0,
57,retired,married,secondary,no,81,no,no,cellular,19,aug,118,3,-1,0,no,81.0,
52,technician,married,secondary,no,-240,no,no,cellular,19,aug,392,3,-1,0,no,,-240.0
43,technician,married,secondary,no,0,no,no,cellular,19,aug,313,3,-1,0,no,0.0,
30,management,married,tertiary,no,151,no,no,cellular,19,aug,82,4,-1,0,no,151.0,
51,housemaid,divorced,tertiary,no,370,yes,no,cellular,19,aug,109,3,-1,0,no,370.0,
33,technician,married,secondary,no,0,no,no,cellular,19,aug,78,3,-1,0,no,0.0,
41,technician,single,tertiary,no,15302,no,no,cellular,19,aug,121,4,-1,0,no,15302.0,
39,management,married,tertiary,no,218,no,no,cellular,19,aug,97,9,-1,0,no,218.0,
31,management,married,tertiary,no,50,no,no,cellular,19,aug,37,5,-1,0,no,50.0,
50,technician,married,tertiary,no,329,no,no,cellular,19,aug,329,4,-1,0,no,329.0,
46,blue-collar,married,secondary,no,1109,yes,no,cellular,19,aug,221,12,-1,0,no,1109.0,
44,management,married,tertiary,no,1802,no,no,telephone,19,aug,105,5,-1,0,no,1802.0,
53,self-employed,married,tertiary,no,2013,no,no,cellular,19,aug,268,14,-1,0,no,2013.0,
43,technician,divorced,secondary,no,0,no,no,cellular,19,aug,332,3,-1,0,no,0.0,
50,services,married,secondary,no,1687,no,no,cellular,19,aug,205,5,-1,0,no,1687.0,
47,services,married,secondary,no,459,no,no,cellular,19,aug,599,3,-1,0,no,459.0,
47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,15,-1,0,yes,600.0,
36,management,married,tertiary,no,85,no,no,cellular,19,aug,249,3,-1,0,no,85.0,
56,technician,married,secondary,no,1750,no,no,cellular,19,aug,629,7,-1,0,no,1750.0,
51,technician,married,primary,no,260,no,no,cellular,19,aug,137,2,-1,0,no,260.0,
48,technician,married,secondary,no,606,yes,no,cellular,19,aug,231,4,-1,0,no,606.0,
34,technician,single,tertiary,no,2671,no,no,cellular,19,aug,119,9,-1,0,no,2671.0,
43,unemployed,married,secondary,no,174,no,yes,cellular,19,aug,308,2,-1,0,no,174.0,
53,technician,married,secondary,no,428,no,no,cellular,19,aug,609,4,-1,0,no,428.0,
44,management,married,secondary,no,238,no,no,cellular,19,aug,147,3,-1,0,no,238.0,
33,technician,divorced,tertiary,no,39,no,no,cellular,19,aug,123,5,-1,0,no,39.0,
37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,no,1661.0,
38,management,married,tertiary,no,0,no,no,cellular,19,aug,219,2,-1,0,no,0.0,
49,management,single,tertiary,no,370,no,no,cellular,19,aug,386,3,-1,0,no,370.0,
48,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,112,7,-1,0,no,0.0,
56,management,married,tertiary,no,96,yes,yes,cellular,19,aug,173,11,-1,0,no,96.0,
47,technician,divorced,secondary,no,191,no,no,cellular,19,aug,228,5,-1,0,no,191.0,
33,unemployed,married,tertiary,no,123,no,no,cellular,19,aug,207,3,-1,0,no,123.0,
42,admin.,married,secondary,no,329,no,no,cellular,19,aug,347,3,-1,0,no,329.0,
34,admin.,married,secondary,no,445,no,no,cellular,19,aug,256,2,-1,0,no,445.0,
53,technician,married,secondary,no,1344,no,no,cellular,19,aug,85,6,-1,0,no,1344.0,
56,housemaid,married,primary,no,605,no,no,cellular,19,aug,207,6,-1,0,no,605.0,
55,technician,divorced,tertiary,no,1402,no,no,cellular,19,aug,187,4,-1,0,no,1402.0,
34,management,married,tertiary,no,396,no,yes,cellular,19,aug,166,3,-1,0,no,396.0,
35,technician,divorced,secondary,no,82,no,no,cellular,19,aug,152,3,-1,0,no,82.0,
33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,yes,61.0,
55,blue-collar,married,primary,no,-1217,yes,no,cellular,19,aug,242,4,-1,0,no,,-1217.0
58,blue-collar,married,secondary,no,72,no,no,cellular,19,aug,235,5,-1,0,no,72.0,
56,blue-collar,married,primary,no,2324,yes,no,telephone,19,aug,132,4,-1,0,no,2324.0,
46,self-employed,married,tertiary,no,226,no,no,cellular,19,aug,561,3,-1,0,no,226.0,
32,management,married,tertiary,no,5878,no,no,cellular,19,aug,159,2,-1,0,no,5878.0,
32,technician,divorced,secondary,no,3345,yes,no,cellular,19,aug,1200,3,-1,0,no,3345.0,
43,technician,divorced,tertiary,no,101,no,no,cellular,19,aug,173,3,-1,0,no,101.0,
53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,no,,-634.0
32,technician,divorced,secondary,no,0,no,no,cellular,19,aug,103,4,-1,0,no,0.0,
32,management,single,tertiary,no,1,no,no,cellular,20,aug,108,5,-1,0,no,1.0,
47,technician,married,secondary,no,677,no,no,cellular,20,aug,131,8,-1,0,no,677.0,
49,blue-collar,married,primary,no,-165,yes,no,cellular,20,aug,129,4,-1,0,no,,-165.0
46,admin.,married,secondary,no,979,yes,no,cellular,20,aug,80,5,-1,0,no,979.0,
55,technician,divorced,secondary,no,852,no,no,cellular,20,aug,83,6,-1,0,no,852.0,
42,management,married,tertiary,no,7,no,no,cellular,20,aug,582,7,-1,0,no,7.0,
52,management,married,secondary,no,264,no,no,cellular,20,aug,68,8,-1,0,no,264.0,
43,self-employed,married,tertiary,no,488,no,no,cellular,20,aug,190,12,-1,0,no,488.0,
34,management,married,tertiary,no,1339,no,no,cellular,20,aug,255,8,-1,0,no,1339.0,
31,technician,married,secondary,no,0,no,no,cellular,20,aug,117,4,-1,0,no,0.0,
42,technician,married,secondary,no,233,no,no,cellular,20,aug,143,4,-1,0,no,233.0,
58,retired,married,secondary,no,168,no,no,cellular,20,aug,183,4,-1,0,no,168.0,
53,management,married,tertiary,no,75,no,no,cellular,20,aug,216,2,-1,0,no,75.0,
42,technician,married,secondary,no,439,no,no,cellular,20,aug,143,2,-1,0,no,439.0,
48,blue-collar,married,primary,no,8,no,no,cellular,20,aug,43,2,-1,0,no,8.0,
51,technician,married,secondary,no,180,yes,no,cellular,20,aug,154,2,-1,0,no,180.0,
41,technician,divorced,secondary,no,52,no,no,cellular,20,aug,261,2,-1,0,no,52.0,
41,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,2,-1,0,yes,5561.0,
31,management,married,tertiary,no,11,yes,yes,cellular,20,aug,155,2,-1,0,no,11.0,
47,technician,married,secondary,no,11,no,no,cellular,20,aug,162,2,-1,0,no,11.0,
49,services,married,secondary,no,314,no,no,cellular,20,aug,30,2,-1,0,no,314.0,
47,unemployed,married,primary,no,798,no,no,cellular,20,aug,89,2,-1,0,no,798.0,
46,technician,married,tertiary,no,591,no,no,cellular,20,aug,50,3,-1,0,no,591.0,
52,blue-collar,married,secondary,no,223,no,no,cellular,20,aug,81,4,-1,0,no,223.0,
48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,no,,-20.0
30,technician,single,secondary,no,3048,no,yes,cellular,20,aug,223,2,-1,0,no,3048.0,
30,technician,married,secondary,no,26,no,no,cellular,20,aug,55,2,-1,0,no,26.0,
50,management,divorced,tertiary,no,30,no,no,cellular,20,aug,76,2,-1,0,no,30.0,
33,technician,single,secondary,yes,-374,no,yes,cellular,20,aug,160,2,-1,0,no,,-374.0
33,technician,married,secondary,no,956,yes,yes,cellular,20,aug,120,2,-1,0,no,956.0,
45,management,divorced,tertiary,no,839,yes,no,cellular,20,aug,121,4,-1,0,no,839.0,
44,technician,married,secondary,no,331,yes,no,cellular,20,aug,256,4,-1,0,no,331.0,
32,technician,single,secondary,no,0,yes,no,cellular,20,aug,322,2,-1,0,no,0.0,
44,technician,single,secondary,no,0,no,no,cellular,20,aug,156,2,-1,0,no,0.0,
46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,50,2,-1,0,no,0.0,
45,management,divorced,secondary,no,705,no,no,cellular,20,aug,132,4,-1,0,no,705.0,
47,technician,divorced,secondary,no,689,no,no,cellular,20,aug,64,2,-1,0,no,689.0,
31,management,married,secondary,no,2294,no,no,cellular,20,aug,483,2,-1,0,no,2294.0,
48,technician,divorced,tertiary,no,375,no,no,cellular,20,aug,212,2,-1,0,no,375.0,
53,management,married,tertiary,no,404,no,no,cellular,20,aug,329,4,-1,0,no,404.0,
33,management,married,secondary,yes,7,no,yes,cellular,20,aug,239,2,-1,0,no,7.0,
34,technician,married,tertiary,no,0,no,no,cellular,20,aug,129,2,-1,0,no,0.0,
40,technician,married,secondary,no,2228,yes,no,cellular,20,aug,150,2,-1,0,no,2228.0,
52,technician,married,secondary,no,-33,no,no,cellular,20,aug,257,2,-1,0,no,,-33.0
39,management,married,tertiary,no,2320,no,yes,cellular,20,aug,25,2,-1,0,no,2320.0,
40,housemaid,divorced,secondary,no,4328,no,no,cellular,20,aug,133,2,-1,0,no,4328.0,
58,blue-collar,married,secondary,no,1626,no,no,cellular,20,aug,391,4,-1,0,no,1626.0,
54,housemaid,married,primary,no,194,no,no,cellular,20,aug,127,2,-1,0,no,194.0,
52,self-employed,married,secondary,no,-163,yes,no,cellular,20,aug,138,2,-1,0,no,,-163.0
31,technician,married,secondary,no,310,yes,no,cellular,20,aug,228,2,-1,0,no,310.0,
38,technician,single,secondary,no,367,no,no,cellular,20,aug,128,2,-1,0,no,367.0,
39,management,married,tertiary,no,51,no,no,cellular,20,aug,140,2,-1,0,no,51.0,
30,technician,single,tertiary,no,1,no,no,cellular,20,aug,88,2,-1,0,no,1.0,
42,management,married,tertiary,no,160,no,no,cellular,20,aug,97,2,-1,0,no,160.0,
57,retired,married,primary,no,0,no,no,cellular,20,aug,340,4,-1,0,no,0.0,
32,technician,married,secondary,no,2802,no,no,cellular,20,aug,157,2,-1,0,no,2802.0,
53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,yes,15.0,
46,management,divorced,secondary,no,177,no,no,cellular,20,aug,84,2,-1,0,no,177.0,
34,technician,single,secondary,no,0,no,no,cellular,20,aug,113,2,-1,0,no,0.0,
42,management,single,secondary,no,164,no,no,cellular,20,aug,500,2,-1,0,no,164.0,
37,management,married,tertiary,no,0,no,no,cellular,20,aug,179,2,-1,0,no,0.0,
38,technician,single,secondary,no,260,no,no,cellular,20,aug,53,2,-1,0,no,260.0,
42,management,divorced,tertiary,no,0,yes,no,cellular,20,aug,155,4,-1,0,no,0.0,
40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,yes,27.0,
50,admin.,married,secondary,no,1431,no,no,cellular,20,aug,112,4,-1,0,no,1431.0,
31,services,married,secondary,no,182,no,no,cellular,20,aug,231,2,-1,0,no,182.0,
38,technician,single,secondary,no,0,no,no,cellular,20,aug,124,4,-1,0,no,0.0,
53,blue-collar,married,primary,no,570,no,no,cellular,20,aug,158,4,-1,0,no,570.0,
